type,price,direction,formation_time,breakout_time,retest_time,touch_time_utc,entry_price,is_spike,is_swing,hours_breakout_to_retest,level_age_hours,breakout_range_ratio,breakout_body_ratio,prior_touches_2yr,prior_touches_all,confluence_count,vol_spike_z_10s,same_side_vol_ratio_10s,momentum_pts_10s,trades_count_10s,upticks_10s,downticks_10s,cum_delta_10s,range_compression_10s,vol_spike_z_30s,same_side_vol_ratio_30s,momentum_pts_30s,trades_count_30s,upticks_30s,downticks_30s,cum_delta_30s,range_compression_30s,vol_spike_z_60s,same_side_vol_ratio_60s,momentum_pts_60s,trades_count_60s,upticks_60s,downticks_60s,cum_delta_60s,range_compression_60s,vol_spike_z_120s,same_side_vol_ratio_120s,momentum_pts_120s,trades_count_120s,upticks_120s,downticks_120s,cum_delta_120s,range_compression_120s,vol_spike_z_300s,same_side_vol_ratio_300s,momentum_pts_300s,trades_count_300s,upticks_300s,downticks_300s,cum_delta_300s,range_compression_300s,preconsolidation_secs_30s,mfe_5m,mae_before_peak_5m,time_to_peak_s_5m,mfe_15m,mae_before_peak_15m,time_to_peak_s_15m,mfe_30m,mae_before_peak_30m,time_to_peak_s_30m,mfe_60m,mae_before_peak_60m,time_to_peak_s_60m,quality_30m
LLPB,7485.25,-1,2026-07-29 00:00:00,2026-07-29 01:00:00,2026-07-29 08:00:00,2026-07-29 08:50:06,7485.25,False,False,7.0,8.0,1.5401911186059585,0.9124087591240876,132,132,0,1.9464992895681081,0.6754385964912281,-1.0,103.0,7,2,-40.0,1.9047619047619049,0.6630246940200532,0.6559139784946236,-2.0,174.0,12,8,-58.0,1.234567901234568,0.08580238470204453,0.6470588235294118,-3.5,261.0,24,18,-85.0,1.128747795414462,-0.06729593433580607,0.49816176470588236,-0.75,471.0,40,38,2.0,1.1199294532627866,1.0610687022900764,0.5327586206896552,-2.75,1443.0,87,94,-114.0,1.128747795414462,20,5.5,0.75,267,6.25,0.75,539,6.25,0.75,539,8.0,0.75,2600,5.5
LHPB,7468.75,1,2026-07-29 02:00:00,2026-07-29 06:00:00,2026-07-29 12:00:00,2026-07-29 12:16:08,7468.75,False,False,6.0,10.0,1.2162876784769965,0.7391304347826086,127,127,0,2.6309489734641134,0.7335329341317365,-2.75,248.0,2,6,-156.0,2.022471910112359,1.513563885452372,0.6483739837398373,-2.0,376.0,12,14,-146.0,1.4606741573033708,1.3925371101013886,0.6648531011969532,-3.5,707.0,22,30,-303.0,1.5730337078651684,2.211558922707024,0.6187696452626852,-5.75,1785.0,43,51,-529.0,1.5730337078651684,1.4351145038167938,0.5970647098065377,-6.25,2392.0,95,95,-582.0,1.0617977528089886,3,0.25,2.0,1,0.25,2.0,1,0.25,2.0,1,0.25,2.0,1,-1.75
LHPB,7468.0,1,2026-07-29 03:00:00,2026-07-29 06:00:00,2026-07-29 12:00:00,2026-07-29 12:16:09,7468.0,False,False,6.0,9.0,1.2162876784769965,0.7391304347826086,132,132,0,4.842384626753792,0.7448275862068966,-4.5,435.0,2,7,-284.0,2.773109243697479,2.841261617440176,0.6852861035422343,-4.0,559.0,12,14,-272.0,1.6526610644257702,2.03840779354168,0.6849785407725322,-5.25,894.0,22,31,-431.0,1.6946778711484594,2.3310651489796888,0.632412672623883,-7.75,1963.0,43,51,-652.0,1.6176470588235294,1.4657004830917875,0.6091386230317999,-8.25,2576.0,95,95,-707.0,1.0812324929971988,1,0.25,1.75,2,0.25,1.75,2,0.25,1.75,2,0.25,1.75,2,-1.5
LHPB,7462.75,1,2026-07-29 05:00:00,2026-07-29 06:00:00,2026-07-29 12:00:00,2026-07-29 12:16:21,7462.75,False,False,6.0,7.0,1.2162876784769965,0.7391304347826086,126,126,0,5.001750149318314,0.6800486618004866,-3.25,642.0,3,7,-296.0,3.963011889035667,4.113672261601929,0.6968053044002411,-8.5,1279.0,8,20,-653.0,2.7476882430647294,2.8063816945990596,0.671882640586797,-7.5,1578.0,23,31,-703.0,2.1003963011889035,2.2431301703640605,0.6477043026277793,-11.5,2743.0,43,56,-1023.0,1.8758256274768823,1.2584053794428434,0.6318041359638698,-13.0,3339.0,92,102,-1109.0,1.1571994715984146,1,3.0,2.0,20,3.0,2.0,20,3.75,7.5,1712,4.25,7.5,1968,-3.75
LHPB,7450.5,1,2026-07-29 04:00:00,2026-07-29 05:00:00,2026-07-29 13:00:00,2026-07-29 13:30:04,7450.5,True,False,8.0,9.0,0.6308799114554511,0.4912280701754385,141,141,0,8.002162803589307,0.5712667119873103,-6.75,3808.0,1,9,-629.0,4.058500914076783,4.57533871698253,0.590658330268481,-11.5,4655.0,6,23,-986.0,2.303473491773309,3.1102699235528775,0.5848930481283422,-11.25,5146.0,16,42,-1016.0,1.6819012797074957,2.138341788494305,0.5765957446808511,-11.25,6048.0,39,67,-1080.0,1.293418647166362,1.1573175875158161,0.5578967905570188,-11.25,8909.0,111,144,-1187.0,1.113345521023766,3,10.5,6.5,246,10.5,6.5,246,10.5,6.5,246,10.5,6.5,246,4.0
LLPB,7451.25,-1,2026-07-29 06:00:00,2026-07-29 13:00:00,2026-07-29 18:00:00,2026-07-29 18:01:54,7451.25,False,False,5.0,12.0,2.0853658536585367,0.783625730994152,144,144,0,0.8931392920284441,0.5737439222042139,-1.5,1073.0,5,4,-182.0,1.6251074806534824,1.5465329643875894,0.5504184934236748,-10.5,4203.0,19,10,-506.0,1.951848667239897,1.790560833980366,0.5286844258568961,-10.0,9087.0,35,24,-631.0,2.0507308684436802,2.0086584438708956,0.5376525742281539,-31.75,18890.0,65,54,-1783.0,2.7149613069647467,1.0178044511127782,0.5297926544476682,-36.75,22088.0,148,136,-1684.0,1.4496990541702495,14,17.25,0.25,148,26.25,0.25,772,33.0,0.25,1321,36.5,0.25,1833,32.75
LLPB,7455.5,-1,2026-07-29 12:00:00,2026-07-29 13:00:00,2026-07-29 18:00:00,2026-07-29 18:41:10,7455.5,False,False,5.0,6.0,2.0853658536585367,0.783625730994152,136,136,0,1.0253266151077305,0.6254208754208754,-4.0,851.0,9,1,-298.0,0.8664955070603337,0.3609606146288731,0.5478883861236803,-4.75,1891.0,20,10,-254.0,0.8344030808729139,0.7446151509608041,0.5350725639253628,-8.5,4240.0,35,24,-406.0,0.9050064184852376,0.29188362050011946,0.5355560032232071,-15.5,7316.0,67,50,-706.0,0.8937740693196405,-0.9408773045136681,0.5219713295230957,-34.25,16220.0,158,129,-938.0,0.8844672657252889,6,8.25,2.5,71,8.25,2.5,71,21.5,27.25,1785,91.5,27.25,3543,-5.75
LLPB,7448.5,-1,2026-07-29 05:00:00,2026-07-29 13:00:00,2026-07-29 18:00:00,2026-07-29 18:01:40,7448.5,False,False,5.0,13.0,2.0853658536585367,0.783625730994152,148,148,0,1.204081903885094,0.5625431928127159,-9.25,1251.0,9,1,-181.0,2.256637168141593,1.846774887865511,0.4927563499529633,-6.5,4307.0,19,11,77.0,2.106194690265487,2.1928548904591136,0.5241379310344828,-9.75,9556.0,34,26,-567.0,2.2522123893805306,2.019665727608809,0.526615969581749,-31.25,17376.0,61,59,-1176.0,2.6991150442477876,1.0235512184484545,0.5261329305135952,-35.75,20573.0,147,137,-1384.0,1.4398230088495574,3,14.5,3.0,162,23.5,3.0,786,30.25,3.0,1335,33.75,3.0,1847,27.25
LLPB,7469.0,-1,2026-07-29 08:00:00,2026-07-29 12:00:00,2026-07-29 18:00:00,2026-07-29 18:46:22,7469.0,False,True,6.0,10.0,1.3462783171521036,0.6634615384615384,131,131,0,0.13586422717469704,0.6142011834319526,-4.75,675.0,7,3,-193.0,1.0952902519167578,-0.3320506523766882,0.5332111772789739,-5.75,1749.0,18,12,-145.0,1.0003650967506388,-0.6504903914531942,0.4987708947885939,-1.75,3234.0,31,29,10.0,0.9017889740781305,1.444897963228685,0.5235951164602995,-6.75,8140.0,67,52,-545.0,0.9437751004016064,1.2014946028231386,0.5096732424403991,-12.0,19941.0,159,131,-508.0,0.9989047097480831,0,4.75,0.5,28,4.75,0.5,28,35.0,13.75,1473,107.75,13.75,3578,21.25
LLPB,7476.0,-1,2026-07-29 10:00:00,2026-07-29 12:00:00,2026-07-29 18:00:00,2026-07-29 18:47:44,7476.0,False,True,6.0,8.0,1.3462783171521036,0.6634615384615384,138,138,0,4.089464805571026,0.7187641980917765,-7.0,1427.0,6,4,-963.0,1.3681500551673411,2.0762531373004607,0.6635318704284221,-8.25,2703.0,19,11,-1252.0,1.0812798823096728,0.3788183068071731,0.6146890570215907,-11.25,4048.0,36,24,-1243.0,0.99668995954395,-0.10479461159639523,0.5746066740154324,-13.25,7673.0,70,50,-1489.0,0.9691062890768666,1.5944645006016847,0.5382366171839856,-22.25,20114.0,163,129,-2040.0,0.9930121368150056,0,9.75,0.5,60,9.75,0.5,60,42.0,6.75,1391,117.25,6.75,3600,35.25
LLPB,7476.25,-1,2026-07-29 11:00:00,2026-07-29 12:00:00,2026-07-29 18:00:00,2026-07-29 18:47:44,7476.25,False,False,6.0,7.0,1.3462783171521036,0.6634615384615384,143,143,0,4.089464805571026,0.7187641980917765,-7.0,1427.0,6,4,-963.0,1.3681500551673411,2.0762531373004607,0.6635318704284221,-8.25,2703.0,19,11,-1252.0,1.0812798823096728,0.3788183068071731,0.6146890570215907,-11.25,4048.0,36,24,-1243.0,0.99668995954395,-0.10479461159639523,0.5746066740154324,-13.25,7673.0,70,50,-1489.0,0.9691062890768666,1.5944645006016847,0.5382366171839856,-22.25,20114.0,163,129,-2040.0,0.9930121368150056,0,10.0,0.25,60,10.0,0.25,60,42.25,6.5,1391,117.5,6.5,3600,35.75
LHPB,7358.0,1,2026-07-29 20:00:00,2026-07-29 22:00:00,2026-07-30 07:00:00,2026-07-30 07:35:46,7358.0,False,False,9.0,11.0,1.4207650273224044,0.7032967032967034,22,22,0,-0.9427722953331094,0.4186046511627907,-0.75,38.0,4,2,7.0,0.8294930875576036,0.7515174580524702,0.6510791366906474,-0.75,167.0,9,12,-84.0,0.8525345622119815,0.41515129361277503,0.5987780040733197,-1.25,333.0,19,25,-97.0,0.8870967741935484,0.7542724537902731,0.6403940886699507,-2.25,691.0,35,49,-285.0,0.8986175115207373,1.074766355140187,0.5577151923839746,-4.0,1837.0,101,116,-291.0,0.9884792626728109,30,7.25,4.0,289,10.25,4.0,495,10.25,4.0,495,21.0,6.5,3474,6.25
LLPB,7402.75,-1,2026-07-29 17:00:00,2026-07-29 19:00:00,2026-07-30 12:00:00,2026-07-30 12:04:01,7402.75,False,False,17.0,19.0,4.459901800327332,0.9174311926605504,39,39,0,2.0791868466557655,0.6731707317073171,-0.5,174.0,8,1,-71.0,1.2090680100755669,0.8172725045477188,0.6162162162162163,-1.25,321.0,18,8,-86.0,1.1335012594458438,0.7443096601081144,0.5997023809523809,-3.75,573.0,35,15,-134.0,1.2468513853904282,1.4625357430566948,0.6228571428571429,-6.25,1077.0,63,37,-344.0,1.190176322418136,1.9312169312169312,0.5192868719611021,-3.0,2401.0,122,109,-119.0,1.0931989924433252,30,1.25,0.5,72,1.75,1.75,483,7.75,3.25,1794,10.0,3.25,2593,4.5
LLPB,7414.75,-1,2026-07-29 18:00:00,2026-07-29 19:00:00,2026-07-30 13:00:00,2026-07-30 13:29:58,7414.75,False,False,18.0,19.0,4.459901800327332,0.9174311926605504,46,46,0,4.964237681596947,0.6699326393141457,-3.25,1194.0,8,2,-555.0,1.8150388936905792,3.220615280658303,0.6316160903316866,-5.25,2148.0,22,8,-746.0,1.5557476231633536,2.532736416486241,0.6137847642079807,-6.25,2943.0,42,17,-941.0,1.3396715643906656,2.066125268330347,0.5817736826950763,-7.75,5186.0,78,40,-1136.0,1.3483146067415732,1.097301717089125,0.5684721512519162,-7.75,9176.0,179,102,-1608.0,1.1979256698357823,1,11.0,1.5,226,15.0,1.5,644,15.0,1.5,644,15.0,1.5,644,13.5
LLPB,7504.25,-1,2026-07-27 05:00:00,2026-07-27 13:00:00,2026-07-31 01:00:00,2026-07-31 01:18:05,7504.25,False,False,84.0,92.0,2.662389735364876,0.9518072289156626,134,134,0,2.1781631044737,0.8064516129032258,-1.0,115.0,7,1,-95.0,1.5725806451612905,4.815493411971599,0.6909090909090909,-1.5,492.0,13,7,-231.0,1.653225806451613,3.2958981963750795,0.6589595375722543,-2.5,556.0,16,16,-220.0,1.1693548387096775,1.9116669959918517,0.6235294117647059,-3.25,757.0,34,34,-231.0,1.0685483870967742,1.8709677419354838,0.557556270096463,-4.5,1262.0,73,84,-179.0,0.9233870967741935,29,2.75,0.25,51,5.0,0.25,851,10.0,0.25,1798,12.5,0.25,3581,9.75
LLPB,7504.5,-1,2026-07-27 12:00:00,2026-07-27 13:00:00,2026-07-31 01:00:00,2026-07-31 01:18:05,7504.5,False,False,84.0,85.0,2.662389735364876,0.9518072289156626,136,136,0,2.1781631044737,0.8064516129032258,-1.0,115.0,7,1,-95.0,1.5725806451612905,4.815493411971599,0.6909090909090909,-1.5,492.0,13,7,-231.0,1.653225806451613,3.2958981963750795,0.6589595375722543,-2.5,556.0,16,16,-220.0,1.1693548387096775,1.9116669959918517,0.6235294117647059,-3.25,757.0,34,34,-231.0,1.0685483870967742,1.8709677419354838,0.557556270096463,-4.5,1262.0,73,84,-179.0,0.9233870967741935,29,3.0,0.0,51,5.25,0.0,851,10.25,0.0,1798,12.75,0.0,3581,10.25
LLPB,7516.5,-1,2026-07-27 09:00:00,2026-07-27 11:00:00,2026-07-31 09:00:00,2026-07-31 09:10:33,7516.5,False,False,94.0,96.0,0.8715596330275228,0.7017543859649122,124,124,1,1.7555514046748737,0.5041322314049587,-0.5,95.0,2,5,-1.0,1.021671826625387,1.823701424970122,0.5391849529780565,-1.0,268.0,11,13,-25.0,1.2693498452012384,2.337827916538317,0.563165905631659,-2.0,478.0,21,21,-83.0,1.130030959752322,1.7502565785278055,0.5220264317180616,-1.5,681.0,34,35,-40.0,0.8978328173374613,1.5714285714285714,0.4978046103183315,-3.5,1467.0,93,90,8.0,0.9473684210526316,30,1.0,1.25,221,3.5,1.25,757,12.75,1.25,1730,14.25,1.25,3015,11.5
LHPB,7430.0,1,2026-07-30 15:00:00,2026-07-30 16:00:00,2026-07-31 14:00:00,2026-07-31 14:16:09,7430.0,True,False,22.0,23.0,1.0497539639147075,0.8020833333333334,97,97,0,2.039136986863056,0.604442852024364,-3.75,2353.0,5,5,-583.0,1.5598290598290598,0.8806047080120027,0.5742723318835731,-3.75,4964.0,13,17,-888.0,1.2820512820512822,1.1756433170554663,0.5530585753691384,-2.25,10056.0,30,30,-1308.0,1.2464387464387465,0.42550240922333565,0.5203051698810596,-3.0,17506.0,65,55,-857.0,1.169871794871795,-0.753351854088658,0.5006050471936812,-8.5,37624.0,168,128,-55.0,1.0783475783475784,3,16.0,2.5,176,27.75,2.5,898,41.75,2.5,1767,52.75,2.5,3563,39.25
LHPB,7446.5,1,2026-07-30 14:00:00,2026-07-30 17:00:00,2026-07-31 14:00:00,2026-07-31 14:07:23,7446.5,False,True,21.0,24.0,0.6403659233847913,0.5535714285714286,145,145,0,0.026581217440767035,0.5481986368062317,-1.25,840.0,4,6,-99.0,0.8343558282208589,1.3373451054610177,0.5582054309327037,-4.0,3204.0,10,20,-493.0,0.8507157464212679,1.0330962995731983,0.5464607464607465,-7.25,5889.0,22,38,-722.0,0.8343558282208589,1.00856108628601,0.5035695043103449,-6.25,11745.0,58,62,-106.0,0.8895705521472392,1.0208673561966974,0.5104062880549097,-14.25,28789.0,157,140,-752.0,0.9333333333333332,14,1.0,0.25,2,1.75,19.0,899,19.0,19.0,1780,34.75,19.0,2791,0.0
LHPB,7445.75,1,2026-07-30 16:00:00,2026-07-30 17:00:00,2026-07-31 14:00:00,2026-07-31 14:07:29,7445.75,False,False,21.0,22.0,0.6403659233847913,0.5535714285714286,142,142,0,0.24857944279026253,0.5646319569120287,-2.25,902.0,4,6,-144.0,0.8848832445718968,0.9213894303802975,0.5446841294298922,-4.25,3072.0,10,20,-348.0,0.8766898811962311,0.9802066417382068,0.5489473684210526,-6.0,5779.0,22,38,-744.0,0.8357230643179024,0.9476558341713546,0.5103728813559322,-7.25,11692.0,55,65,-306.0,0.8951249487914789,1.0060347887823926,0.5111799867168475,-15.25,28769.0,156,141,-808.0,0.9332240884883245,11,0.25,1.0,1,3.75,18.25,900,19.75,18.25,1774,35.5,18.25,2785,1.5
LHPB,7457.75,1,2026-07-30 17:00:00,2026-07-30 18:00:00,2026-07-31 14:00:00,2026-07-31 14:03:33,7457.75,False,False,20.0,21.0,0.5944272445820433,0.8125,138,138,0,1.3385756526051236,0.6141131595677051,-2.5,1190.0,2,8,-359.0,0.9911894273127754,0.5377604276215183,0.5355501486888348,-3.25,3025.0,17,13,-263.0,0.9985315712187959,0.5839286272663077,0.512781954887218,-3.25,5970.0,37,22,-187.0,0.895741556534508,0.44528822118801636,0.5137712618318981,-7.0,11715.0,67,50,-387.0,0.9196035242290749,-0.9635279275146232,0.504442502366907,-16.0,23117.0,162,133,-244.0,0.9434654919236417,3,4.0,-0.25,24,4.0,-0.25,24,4.5,30.25,1783,23.5,30.25,3021,-25.75
LHPB,7462.5,1,2026-07-30 18:00:00,2026-07-30 19:00:00,2026-07-31 14:00:00,2026-07-31 14:01:22,7462.5,False,False,19.0,20.0,0.8461066830165543,0.6521739130434783,132,132,0,1.8671053397882358,0.5688622754491018,-3.0,1367.0,2,8,-253.0,0.8779443254817987,0.25211538554250756,0.5361869895803999,-7.5,2905.0,11,18,-257.0,0.9564596716630979,-0.028887140051095175,0.5148636224333436,-6.75,5472.0,30,29,-194.0,1.0599571734475375,-0.9844916848664054,0.5051387461459403,-10.5,8261.0,61,58,-100.0,1.002855103497502,-0.9538683325324363,0.48886920351255586,-11.0,22206.0,166,128,578.0,0.9307637401855817,3,6.25,0.25,25,6.25,0.25,25,6.25,0.25,25,18.75,35.0,3152,6.0
LLPB,7518.5,-1,2026-07-27 10:00:00,2026-07-27 11:00:00,2026-07-31 19:00:00,2026-07-31 19:17:15,7518.5,False,False,104.0,105.0,0.8715596330275228,0.7017543859649122,120,120,0,2.696998818807194,0.6374367622259697,-0.75,495.0,9,1,-163.0,1.4000000000000001,1.9105059702980682,0.6269137792103142,-1.75,1009.0,21,9,-315.0,1.1777777777777778,1.1484093869459902,0.5778364116094987,-1.75,1550.0,35,21,-295.0,1.0666666666666667,1.4221399231205978,0.5756256800870512,-4.0,2900.0,63,43,-556.0,1.0555555555555556,1.68370607028754,0.5544812197843064,-5.0,6359.0,142,105,-879.0,0.9822222222222222,28,0.25,0.0,1,0.25,0.0,1,0.25,0.0,1,4.0,22.5,2562,0.25
LLPB,7538.25,-1,2026-07-23 01:00:00,2026-07-23 02:00:00,2026-07-31 19:00:00,2026-07-31 19:50:02,7538.25,False,False,209.0,210.0,0.928462709284627,0.5245901639344263,124,124,0,6.000075651351915,0.5968451944240646,-1.25,1925.0,8,2,-528.0,1.894238358326756,2.8140433179808544,0.6286149162861492,-4.0,2840.0,25,5,-1014.0,1.310181531176006,1.4424137067193283,0.6012061816811157,-4.0,3868.0,43,17,-1074.0,1.160220994475138,0.3269824232766741,0.5888261142498431,-5.25,5854.0,75,43,-1415.0,1.0773480662983423,1.0711791119241643,0.5549810728464593,-5.0,15406.0,164,131,-2382.0,1.1002367797947907,11,8.25,2.0,92,23.75,2.75,595,23.75,2.75,595,23.75,2.75,595,21.0
LLPB,7557.25,-1,2026-07-22 16:00:00,2026-07-22 17:00:00,2026-08-02 22:00:00,2026-08-02 22:00:01,7557.25,False,False,269.0,270.0,1.2394366197183098,0.8181818181818182,125,125,0,9.728689590315284,0.36688014638609334,-54.0,461.0,1,1,291.0,100.71428571428571,5.5616096037858815,0.36688014638609334,-54.0,461.0,1,1,291.0,33.57142857142857,3.873749037721324,0.36688014638609334,-54.0,461.0,1,1,291.0,16.785714285714285,2.655311778290993,0.36688014638609334,-54.0,461.0,1,1,291.0,8.392857142857142,1.5242494226327945,0.36688014638609334,-54.0,461.0,1,1,291.0,3.357142857142857,0,11.75,0.25,5,11.75,0.25,5,11.75,0.25,5,13.0,0.5,3552,11.5
LLPB,7563.75,-1,2026-07-16 22:00:00,2026-07-16 23:00:00,2026-08-03 03:00:00,2026-08-03 03:50:57,7563.75,False,False,412.0,413.0,0.6015037593984962,0.55,97,97,0,5.5330811978762755,0.6866666666666666,-0.5,127.0,6,3,-56.0,3.7004405286343607,5.045979426386506,0.7160883280757098,-1.5,268.0,14,9,-137.0,2.9955947136563874,3.393286388896434,0.6727748691099477,-1.5,329.0,19,15,-132.0,2.158590308370044,2.5524075373160504,0.6561181434599156,-1.75,411.0,25,20,-148.0,1.4537444933920705,2.2747252747252746,0.6218130311614731,-2.0,612.0,41,43,-172.0,1.013215859030837,30,1.5,0.75,296,2.75,0.75,613,2.75,0.75,613,2.75,0.75,613,2.0
LLPB,7640.25,-1,2026-06-15 16:00:00,2026-06-15 17:00:00,2026-08-04 01:00:00,2026-08-04 01:44:59,7640.25,False,False,1184.0,1185.0,0.968342644320298,0.5,14,14,0,6.978471758508528,0.7430555555555556,-0.5,121.0,4,3,-70.0,1.6624685138539046,4.250457315602603,0.7391304347826086,-0.75,138.0,8,5,-77.0,0.906801007556675,5.146322244777091,0.7131782945736435,-0.75,215.0,19,11,-110.0,0.9823677581863981,4.854401857212105,0.7115384615384616,-1.25,350.0,32,23,-176.0,0.9193954659949622,5.833333333333333,0.6521739130434783,-3.75,769.0,81,60,-266.0,1.0125944584382873,30,0.5,-0.25,2,0.5,-0.25,2,0.75,7.25,1539,1.25,7.25,2222,-6.5
LHPB,7637.75,1,2026-08-03 19:00:00,2026-08-04 01:00:00,2026-08-04 08:00:00,2026-08-04 08:36:21,7637.75,False,True,7.0,13.0,1.4021421616358325,0.7638888888888888,21,21,0,2.2629833067181715,0.5786163522012578,-0.5,118.0,4,4,-25.0,1.2580645161290323,0.9383565814267887,0.5766423357664233,-1.25,220.0,8,10,-42.0,1.096774193548387,-0.06548027793441798,0.5625,-1.25,316.0,21,18,-48.0,1.064516129032258,0.8479899178719813,0.5464025026068822,-1.25,803.0,39,44,-89.0,1.1451612903225805,1.1970217640320733,0.5359582161510646,-4.0,2010.0,98,105,-179.0,1.1129032258064515,30,1.75,0.0,222,1.75,0.0,222,1.75,0.0,222,1.75,0.0,222,1.75
LHPB,7637.25,1,2026-08-04 00:00:00,2026-08-04 01:00:00,2026-08-04 08:00:00,2026-08-04 08:41:36,7637.25,False,False,7.0,8.0,1.4021421616358325,0.7638888888888888,26,26,0,0.18997784710411744,0.5405405405405406,-0.25,57.0,3,4,-6.0,0.84375,-0.48032673330576797,0.5822784810126582,-0.75,127.0,6,12,-26.0,0.84375,-0.19179910959169105,0.5122615803814714,-1.0,292.0,18,21,-9.0,0.9687500000000001,-0.6522523011854924,0.5210608424336973,-1.0,528.0,35,43,-27.0,0.9453125,-0.9667405764966741,0.5077720207253886,-0.75,1275.0,83,111,-24.0,0.928125,30,1.25,0.25,172,1.5,2.25,877,1.5,2.25,877,1.5,2.25,877,-0.75
LLPB,7655.25,-1,2026-06-04 20:00:00,2026-06-04 22:00:00,2026-08-04 11:00:00,2026-08-04 11:44:50,7655.25,False,False,1453.0,1455.0,0.8939526730937775,0.2941176470588235,32,32,0,1.7504877070564149,0.7603305785123967,-3.25,349.0,8,2,-252.0,3.026706231454006,1.6273897448312056,0.6180713743356112,-4.75,988.0,22,8,-311.0,3.056379821958457,2.084192203273628,0.5823620823620823,-1.5,2015.0,38,22,-424.0,2.922848664688427,2.0943452263605833,0.6285214688167865,-8.5,4126.0,67,32,-1323.0,2.4035608308605343,1.0738269030239833,0.6087236439723162,-7.25,4920.0,104,84,-1351.0,1.3768545994065282,4,3.5,1.75,91,3.5,1.75,91,4.0,2.5,1352,4.0,2.5,1352,1.5
LLPB,7671.0,-1,2026-06-04 18:00:00,2026-06-04 19:00:00,2026-08-04 13:00:00,2026-08-04 13:35:01,7671.0,False,False,1458.0,1459.0,0.91458153580673,0.3773584905660377,25,25,0,1.2643393399757168,0.5994236311239193,-1.75,1472.0,5,5,-414.0,1.2253521126760563,0.4646486909536674,0.573138990109318,-3.0,2860.0,15,14,-562.0,1.0845070422535212,0.048789596766855514,0.5546522131887985,-1.75,4283.0,32,26,-605.0,0.9929577464788732,-0.05233612317736518,0.5204758190327613,-2.0,8009.0,53,64,-420.0,0.9894366197183099,0.9742820402914703,0.5205218169402124,-12.5,30785.0,143,154,-1743.0,1.2169014084507042,6,4.75,2.25,229,4.75,2.25,229,4.75,2.25,229,4.75,2.25,229,2.5
LLPB,7662.0,-1,2026-06-04 17:00:00,2026-06-04 20:00:00,2026-08-04 13:00:00,2026-08-04 13:20:50,7662.0,False,False,1457.0,1460.0,1.0269799825935595,0.8135593220338984,25,25,0,15.650729499311813,0.5915051869250343,-9.5,3223.0,8,2,-935.0,9.338103756708408,9.110133337240267,0.5861868833430064,-9.25,3271.0,9,9,-891.0,3.506261180679785,6.347460898543331,0.5841417910447761,-9.25,3438.0,21,19,-902.0,2.23613595706619,4.61893841812088,0.5793678977272727,-8.75,3658.0,38,34,-894.0,1.5026833631484793,2.655128205128205,0.5578484888829717,-8.5,5130.0,86,95,-869.0,1.2057245080500893,0,5.75,2.25,235,6.0,2.25,554,6.0,2.25,554,6.0,2.25,554,3.75
LLPB,7666.25,-1,2026-06-04 19:00:00,2026-06-04 20:00:00,2026-08-04 13:00:00,2026-08-04 13:30:32,7666.25,False,False,1457.0,1458.0,1.0269799825935595,0.8135593220338984,25,25,0,1.559364083340431,0.5901567944250871,-1.75,1564.0,6,4,-414.0,1.8970588235294117,3.2213784150654483,0.5486338797814208,-8.0,6797.0,16,14,-979.0,2.1029411764705883,2.631242553204179,0.5370285037193074,-4.75,10441.0,29,30,-1125.0,1.661764705882353,1.7488259253749,0.5319840983014095,-4.75,11532.0,53,57,-1062.0,1.198529411764706,1.094391244870041,0.5107693754702785,-4.5,15167.0,138,142,-458.0,0.9602941176470589,2,2.75,-1.25,3,2.75,-1.25,3,2.75,-1.25,3,2.75,-1.25,3,4.0
LHPB,7786.0,1,2026-08-05 01:00:00,2026-08-05 02:00:00,2026-08-05 08:00:00,2026-08-05 08:20:53,7786.0,False,False,6.0,7.0,0.3633491311216429,0.391304347826087,2,2,0,-0.14258224354802607,0.8135593220338984,-0.75,45.0,1,3,-37.0,0.6296851574212894,-0.32741398388119036,0.6153846153846154,-0.25,134.0,9,9,-36.0,0.8695652173913044,0.04997380868257881,0.49406175771971494,-0.5,361.0,16,21,5.0,0.9295352323838083,-0.521679416696951,0.5703703703703704,-1.0,580.0,30,43,-95.0,0.8695652173913044,-0.9170243204577968,0.5175590097869891,-1.5,1436.0,91,91,-61.0,0.9055472263868066,30,1.0,0.0,21,1.0,0.0,21,1.0,0.0,21,1.5,6.0,2984,1.0
LHPB,7792.0,1,2026-08-05 09:00:00,2026-08-05 10:00:00,2026-08-05 14:00:00,2026-08-05 14:37:32,7792.0,False,False,4.0,5.0,0.721030042918455,0.8571428571428571,6,6,0,-0.04348574169696127,0.6012987012987013,-1.5,644.0,4,6,-156.0,0.8700155359917141,-0.2537256944841005,0.5651571164510166,-4.0,1902.0,13,17,-282.0,1.0150181253236665,-0.2519390668166197,0.5285092741012136,-1.75,3811.0,29,31,-249.0,0.983946141895391,-0.27871734138474447,0.508581960603617,-5.0,7351.0,55,62,-149.0,0.9606421543241844,-0.9531145344943067,0.49356223175965663,-3.0,18043.0,139,151,276.0,0.975660279647851,20,5.0,1.75,96,8.5,4.0,754,8.5,4.0,754,8.5,4.0,754,4.5
